"PaperID","IndividualID","Virus_ICTV","Virus_strain_isolate","Host_Upham","Host_order","aggression","lethargy","vocalization","sensitivity","appetite","skin_issue","weight_loss","movement","eye_nose","pneumonia","neural_damage","respiratory_damage","reproductive_damage","digestive_damage","external_damage","internal_damage","severity_rank","Susceptible_YN"
2,"12_2","Lyssavirus caucasicus","","Eptesicus_fuscus","Chiroptera",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,"Y"
2,"13_2","Lyssavirus caucasicus","","Eptesicus_fuscus","Chiroptera",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Y"
2,"14_2","Lyssavirus caucasicus","","Eptesicus_fuscus","Chiroptera",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Y"
2,"15_2","Lyssavirus caucasicus","","Eptesicus_fuscus","Chiroptera",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Y"
3,"1_3","Lyssavirus lagos","Senegal","Eidolon_helvum","Chiroptera",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,5,"Y"
3,"2_3","Lyssavirus lagos","Senegal","Eidolon_helvum","Chiroptera",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,5,"Y"
3,"3_3","Lyssavirus lagos","Senegal","Eidolon_helvum","Chiroptera",0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,5,"Y"
3,"4_3","Lyssavirus lagos","Nigeria","Eidolon_helvum","Chiroptera",0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,5,"Y"
3,"5_3","Lyssavirus lagos","Nigeria","Eidolon_helvum","Chiroptera",0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,5,"Y"
3,"6_3","Lyssavirus lagos","Nigeria","Eidolon_helvum","Chiroptera",0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,5,"Y"
3,"7_3","Lyssavirus lagos","Ghana","Eidolon_helvum","Chiroptera",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,5,"Y"
3,"8_3","Lyssavirus lagos","Ghana","Eidolon_helvum","Chiroptera",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,5,"Y"
3,"9_3","Lyssavirus lagos","Ghana","Eidolon_helvum","Chiroptera",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,5,"Y"
4,"1_4","Marburg marburgvirus","","Rousettus_aegyptiacus","Chiroptera",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,"Y"
4,"2_4","Marburg marburgvirus","","Rousettus_aegyptiacus","Chiroptera",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,"Y"
4,"3_4","Marburg marburgvirus","","Rousettus_aegyptiacus","Chiroptera",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,"Y"
4,"4_4","Marburg marburgvirus","","Rousettus_aegyptiacus","Chiroptera",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,"Y"
4,"5_4","Marburg marburgvirus","","Rousettus_aegyptiacus","Chiroptera",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,"Y"
4,"6_4","Marburg marburgvirus","","Rousettus_aegyptiacus","Chiroptera",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,"Y"
4,"7_4","Marburg marburgvirus","","Rousettus_aegyptiacus","Chiroptera",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,"Y"
